Start Date,01/01/2000,,,
End Date,,,,
,,,,
,AVMN NA Equity,,SPEUVLI LX Equity,
,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price
Dates,TOT_RETURN_INDEX_GROSS_DVDS,PX_LAST,TOT_RETURN_INDEX_GROSS_DVDS,PX_LAST
12/04/2011,#N/A N/A,#N/A N/A,86.61,86.61
13/04/2011,#N/A N/A,#N/A N/A,87.13,87.13
14/04/2011,#N/A N/A,#N/A N/A,87.02,87.02
15/04/2011,#N/A N/A,#N/A N/A,86.94,86.94
18/04/2011,#N/A N/A,#N/A N/A,85.67,85.67
19/04/2011,#N/A N/A,#N/A N/A,85.83,85.83
20/04/2011,#N/A N/A,#N/A N/A,87.24,87.24
21/04/2011,#N/A N/A,#N/A N/A,87.74,87.74
22/04/2011,#N/A N/A,#N/A N/A,87.74,87.74
25/04/2011,#N/A N/A,#N/A N/A,87.74,87.74
26/04/2011,#N/A N/A,#N/A N/A,88.04,88.04
27/04/2011,#N/A N/A,#N/A N/A,88.91,88.91
28/04/2011,#N/A N/A,#N/A N/A,89.1,89.1
29/04/2011,#N/A N/A,#N/A N/A,89.48,89.48
02/05/2011,#N/A N/A,#N/A N/A,89.79,89.79
03/05/2011,#N/A N/A,#N/A N/A,89.46,89.46
04/05/2011,#N/A N/A,#N/A N/A,88.68,88.68
05/05/2011,#N/A N/A,#N/A N/A,88.32,88.32
06/05/2011,#N/A N/A,#N/A N/A,89.36,89.36
09/05/2011,#N/A N/A,#N/A N/A,89.27,89.27
10/05/2011,#N/A N/A,#N/A N/A,90.06,90.06
11/05/2011,#N/A N/A,#N/A N/A,90.74,90.74
12/05/2011,#N/A N/A,#N/A N/A,90.1,90.1
13/05/2011,#N/A N/A,#N/A N/A,90.11,90.11
16/05/2011,#N/A N/A,#N/A N/A,89.72,89.72
17/05/2011,#N/A N/A,#N/A N/A,89,89
18/05/2011,#N/A N/A,#N/A N/A,89.09,89.09
19/05/2011,#N/A N/A,#N/A N/A,89.33,89.33
20/05/2011,#N/A N/A,#N/A N/A,89.27,89.27
23/05/2011,#N/A N/A,#N/A N/A,87.8,87.8
24/05/2011,#N/A N/A,#N/A N/A,87.91,87.91
25/05/2011,#N/A N/A,#N/A N/A,88.13,88.13
26/05/2011,#N/A N/A,#N/A N/A,87.93,87.93
27/05/2011,#N/A N/A,#N/A N/A,88.41,88.41
30/05/2011,#N/A N/A,#N/A N/A,88.36,88.36
31/05/2011,#N/A N/A,#N/A N/A,89.04,89.04
01/06/2011,#N/A N/A,#N/A N/A,88.68,88.68
02/06/2011,#N/A N/A,#N/A N/A,88.68,88.68
03/06/2011,#N/A N/A,#N/A N/A,87.46,87.46
06/06/2011,#N/A N/A,#N/A N/A,86.86,86.86
07/06/2011,#N/A N/A,#N/A N/A,86.6,86.6
08/06/2011,#N/A N/A,#N/A N/A,85.79,85.79
09/06/2011,#N/A N/A,#N/A N/A,86.5,86.5
10/06/2011,#N/A N/A,#N/A N/A,85.69,85.69
13/06/2011,#N/A N/A,#N/A N/A,85.69,85.69
14/06/2011,#N/A N/A,#N/A N/A,86.19,86.19
15/06/2011,#N/A N/A,#N/A N/A,85.34,85.34
16/06/2011,#N/A N/A,#N/A N/A,85.25,85.25
17/06/2011,#N/A N/A,#N/A N/A,85.1,85.1
20/06/2011,#N/A N/A,#N/A N/A,85.1,85.1
21/06/2011,#N/A N/A,#N/A N/A,85.65,85.65
22/06/2011,#N/A N/A,#N/A N/A,85.49,85.49
23/06/2011,#N/A N/A,#N/A N/A,85.49,85.49
24/06/2011,#N/A N/A,#N/A N/A,84.65,84.65
27/06/2011,#N/A N/A,#N/A N/A,84.45,84.45
28/06/2011,#N/A N/A,#N/A N/A,84.51,84.51
29/06/2011,#N/A N/A,#N/A N/A,85.9,85.9
30/06/2011,#N/A N/A,#N/A N/A,86.94,86.94
01/07/2011,#N/A N/A,#N/A N/A,87.61,87.61
04/07/2011,#N/A N/A,#N/A N/A,88.07,88.07
05/07/2011,#N/A N/A,#N/A N/A,87.79,87.79
06/07/2011,#N/A N/A,#N/A N/A,87.62,87.62
07/07/2011,#N/A N/A,#N/A N/A,87.9,87.9
08/07/2011,#N/A N/A,#N/A N/A,87.21,87.21
11/07/2011,#N/A N/A,#N/A N/A,85.52,85.52
12/07/2011,#N/A N/A,#N/A N/A,84.99,84.99
13/07/2011,#N/A N/A,#N/A N/A,85.77,85.77
14/07/2011,#N/A N/A,#N/A N/A,84.94,84.94
15/07/2011,#N/A N/A,#N/A N/A,84.71,84.71
18/07/2011,#N/A N/A,#N/A N/A,83.02,83.02
19/07/2011,#N/A N/A,#N/A N/A,83.57,83.57
20/07/2011,#N/A N/A,#N/A N/A,84.19,84.19
21/07/2011,#N/A N/A,#N/A N/A,84.54,84.54
22/07/2011,#N/A N/A,#N/A N/A,85.53,85.53
25/07/2011,#N/A N/A,#N/A N/A,85.22,85.22
26/07/2011,#N/A N/A,#N/A N/A,84.65,84.65
27/07/2011,#N/A N/A,#N/A N/A,83.5,83.5
28/07/2011,#N/A N/A,#N/A N/A,82.91,82.91
29/07/2011,#N/A N/A,#N/A N/A,82.52,82.52
01/08/2011,#N/A N/A,#N/A N/A,81.51,81.51
02/08/2011,#N/A N/A,#N/A N/A,79.53,79.53
03/08/2011,#N/A N/A,#N/A N/A,77.24,77.24
04/08/2011,#N/A N/A,#N/A N/A,73.77,73.77
05/08/2011,#N/A N/A,#N/A N/A,72.88,72.88
08/08/2011,#N/A N/A,#N/A N/A,69.13,69.13
09/08/2011,#N/A N/A,#N/A N/A,70.19,70.19
10/08/2011,#N/A N/A,#N/A N/A,67.93,67.93
11/08/2011,#N/A N/A,#N/A N/A,70.28,70.28
12/08/2011,#N/A N/A,#N/A N/A,72.55,72.55
15/08/2011,#N/A N/A,#N/A N/A,72.55,72.55
16/08/2011,#N/A N/A,#N/A N/A,72.45,72.45
17/08/2011,#N/A N/A,#N/A N/A,72.2,72.2
18/08/2011,#N/A N/A,#N/A N/A,68.4,68.4
19/08/2011,#N/A N/A,#N/A N/A,66.93,66.93
22/08/2011,#N/A N/A,#N/A N/A,67.3,67.3
23/08/2011,#N/A N/A,#N/A N/A,67.57,67.57
24/08/2011,#N/A N/A,#N/A N/A,68.59,68.59
25/08/2011,#N/A N/A,#N/A N/A,68.18,68.18
26/08/2011,#N/A N/A,#N/A N/A,67.93,67.93
29/08/2011,#N/A N/A,#N/A N/A,69.25,69.25
30/08/2011,#N/A N/A,#N/A N/A,69.93,69.93
31/08/2011,#N/A N/A,#N/A N/A,72.48,72.48
01/09/2011,#N/A N/A,#N/A N/A,72.59,72.59
02/09/2011,#N/A N/A,#N/A N/A,70.51,70.51
05/09/2011,#N/A N/A,#N/A N/A,67.53,67.53
06/09/2011,#N/A N/A,#N/A N/A,66.35,66.35
07/09/2011,#N/A N/A,#N/A N/A,68.53,68.53
08/09/2011,#N/A N/A,#N/A N/A,68.92,68.92
09/09/2011,#N/A N/A,#N/A N/A,66.77,66.77
12/09/2011,#N/A N/A,#N/A N/A,64.77,64.77
13/09/2011,#N/A N/A,#N/A N/A,65.16,65.16
14/09/2011,#N/A N/A,#N/A N/A,66.28,66.28
15/09/2011,#N/A N/A,#N/A N/A,67.96,67.96
16/09/2011,#N/A N/A,#N/A N/A,68.24,68.24
19/09/2011,#N/A N/A,#N/A N/A,66.66,66.66
20/09/2011,#N/A N/A,#N/A N/A,67.46,67.46
21/09/2011,#N/A N/A,#N/A N/A,66.71,66.71
22/09/2011,#N/A N/A,#N/A N/A,63.85,63.85
23/09/2011,#N/A N/A,#N/A N/A,63.8,63.8
26/09/2011,#N/A N/A,#N/A N/A,64.4,64.4
27/09/2011,#N/A N/A,#N/A N/A,67.56,67.56
28/09/2011,#N/A N/A,#N/A N/A,67.01,67.01
29/09/2011,#N/A N/A,#N/A N/A,67.73,67.73
30/09/2011,#N/A N/A,#N/A N/A,66.56,66.56
03/10/2011,#N/A N/A,#N/A N/A,65.76,65.76
04/10/2011,#N/A N/A,#N/A N/A,63.51,63.51
05/10/2011,#N/A N/A,#N/A N/A,65.5,65.5
06/10/2011,#N/A N/A,#N/A N/A,67.66,67.66
07/10/2011,#N/A N/A,#N/A N/A,68.12,68.12
10/10/2011,#N/A N/A,#N/A N/A,69.43,69.43
11/10/2011,#N/A N/A,#N/A N/A,69.35,69.35
12/10/2011,#N/A N/A,#N/A N/A,70.79,70.79
13/10/2011,#N/A N/A,#N/A N/A,70.06,70.06
14/10/2011,#N/A N/A,#N/A N/A,70.55,70.55
17/10/2011,#N/A N/A,#N/A N/A,69.89,69.89
18/10/2011,#N/A N/A,#N/A N/A,69.6,69.6
19/10/2011,#N/A N/A,#N/A N/A,69.74,69.74
20/10/2011,#N/A N/A,#N/A N/A,68.88,68.88
21/10/2011,#N/A N/A,#N/A N/A,70.35,70.35
24/10/2011,#N/A N/A,#N/A N/A,71.62,71.62
25/10/2011,#N/A N/A,#N/A N/A,70.78,70.78
26/10/2011,#N/A N/A,#N/A N/A,71.18,71.18
27/10/2011,#N/A N/A,#N/A N/A,73.76,73.76
28/10/2011,#N/A N/A,#N/A N/A,73.74,73.74
31/10/2011,#N/A N/A,#N/A N/A,72.3,72.3
01/11/2011,#N/A N/A,#N/A N/A,72.3,72.3
02/11/2011,#N/A N/A,#N/A N/A,70.23,70.23
03/11/2011,#N/A N/A,#N/A N/A,71.83,71.83
04/11/2011,#N/A N/A,#N/A N/A,71.28,71.28
07/11/2011,#N/A N/A,#N/A N/A,70.9,70.9
08/11/2011,#N/A N/A,#N/A N/A,71,71
09/11/2011,#N/A N/A,#N/A N/A,69.67,69.67
10/11/2011,#N/A N/A,#N/A N/A,69.28,69.28
11/11/2011,#N/A N/A,#N/A N/A,70.75,70.75
14/11/2011,#N/A N/A,#N/A N/A,70.12,70.12
15/11/2011,#N/A N/A,#N/A N/A,69.17,69.17
16/11/2011,#N/A N/A,#N/A N/A,69.09,69.09
17/11/2011,#N/A N/A,#N/A N/A,68.11,68.11
18/11/2011,#N/A N/A,#N/A N/A,67.36,67.36
21/11/2011,#N/A N/A,#N/A N/A,65.14,65.14
22/11/2011,#N/A N/A,#N/A N/A,64.45,64.45
23/11/2011,#N/A N/A,#N/A N/A,63.63,63.63
24/11/2011,#N/A N/A,#N/A N/A,63.77,63.77
25/11/2011,#N/A N/A,#N/A N/A,63.98,63.98
28/11/2011,#N/A N/A,#N/A N/A,66.25,66.25
29/11/2011,#N/A N/A,#N/A N/A,66.54,66.54
30/11/2011,#N/A N/A,#N/A N/A,69.1,69.1
01/12/2011,#N/A N/A,#N/A N/A,68.39,68.39
02/12/2011,#N/A N/A,#N/A N/A,69.14,69.14
05/12/2011,#N/A N/A,#N/A N/A,69.87,69.87
06/12/2011,#N/A N/A,#N/A N/A,69.24,69.24
07/12/2011,#N/A N/A,#N/A N/A,68.93,68.93
08/12/2011,#N/A N/A,#N/A N/A,67.35,67.35
09/12/2011,#N/A N/A,#N/A N/A,68.22,68.22
12/12/2011,#N/A N/A,#N/A N/A,66.45,66.45
13/12/2011,#N/A N/A,#N/A N/A,66.54,66.54
14/12/2011,#N/A N/A,#N/A N/A,65.23,65.23
15/12/2011,#N/A N/A,#N/A N/A,65.64,65.64
16/12/2011,#N/A N/A,#N/A N/A,65.18,65.18
19/12/2011,#N/A N/A,#N/A N/A,64.96,64.96
20/12/2011,#N/A N/A,#N/A N/A,66.5,66.5
21/12/2011,#N/A N/A,#N/A N/A,66.24,66.24
22/12/2011,#N/A N/A,#N/A N/A,66.87,66.87
23/12/2011,#N/A N/A,#N/A N/A,67.3,67.3
26/12/2011,#N/A N/A,#N/A N/A,67.3,67.3
27/12/2011,#N/A N/A,#N/A N/A,67.22,67.22
28/12/2011,#N/A N/A,#N/A N/A,66.78,66.78
29/12/2011,#N/A N/A,#N/A N/A,67.18,67.18
30/12/2011,#N/A N/A,#N/A N/A,67.67,67.67
02/01/2012,#N/A N/A,#N/A N/A,68.8,68.8
03/01/2012,#N/A N/A,#N/A N/A,69.9,69.9
04/01/2012,#N/A N/A,#N/A N/A,69.46,69.46
05/01/2012,#N/A N/A,#N/A N/A,68.98,68.98
06/01/2012,#N/A N/A,#N/A N/A,69.18,69.18
09/01/2012,#N/A N/A,#N/A N/A,68.87,68.87
10/01/2012,#N/A N/A,#N/A N/A,70.14,70.14
11/01/2012,#N/A N/A,#N/A N/A,70.19,70.19
12/01/2012,#N/A N/A,#N/A N/A,70.69,70.69
13/01/2012,#N/A N/A,#N/A N/A,70.8,70.8
16/01/2012,#N/A N/A,#N/A N/A,71.51,71.51
17/01/2012,#N/A N/A,#N/A N/A,72.48,72.48
18/01/2012,#N/A N/A,#N/A N/A,72.98,72.98
19/01/2012,#N/A N/A,#N/A N/A,73.81,73.81
20/01/2012,#N/A N/A,#N/A N/A,74.07,74.07
23/01/2012,#N/A N/A,#N/A N/A,74.9,74.9
24/01/2012,#N/A N/A,#N/A N/A,74.25,74.25
25/01/2012,#N/A N/A,#N/A N/A,73.99,73.99
26/01/2012,#N/A N/A,#N/A N/A,75.28,75.28
27/01/2012,#N/A N/A,#N/A N/A,74.86,74.86
30/01/2012,#N/A N/A,#N/A N/A,73.96,73.96
31/01/2012,#N/A N/A,#N/A N/A,74.89,74.89
01/02/2012,#N/A N/A,#N/A N/A,76.53,76.53
02/02/2012,#N/A N/A,#N/A N/A,77.34,77.34
03/02/2012,#N/A N/A,#N/A N/A,78.4,78.4
06/02/2012,#N/A N/A,#N/A N/A,78.44,78.44
07/02/2012,#N/A N/A,#N/A N/A,78.25,78.25
08/02/2012,#N/A N/A,#N/A N/A,78.39,78.39
09/02/2012,#N/A N/A,#N/A N/A,78.85,78.85
10/02/2012,#N/A N/A,#N/A N/A,78.18,78.18
13/02/2012,#N/A N/A,#N/A N/A,78.62,78.62
14/02/2012,#N/A N/A,#N/A N/A,78.5,78.5
15/02/2012,#N/A N/A,#N/A N/A,79.19,79.19
16/02/2012,#N/A N/A,#N/A N/A,78.86,78.86
17/02/2012,#N/A N/A,#N/A N/A,79.97,79.97
20/02/2012,#N/A N/A,#N/A N/A,80.92,80.92
21/02/2012,#N/A N/A,#N/A N/A,80.65,80.65
22/02/2012,#N/A N/A,#N/A N/A,80.19,80.19
23/02/2012,#N/A N/A,#N/A N/A,79.82,79.82
24/02/2012,#N/A N/A,#N/A N/A,80.61,80.61
27/02/2012,#N/A N/A,#N/A N/A,79.77,79.77
28/02/2012,#N/A N/A,#N/A N/A,79.96,79.96
29/02/2012,#N/A N/A,#N/A N/A,80.02,80.02
01/03/2012,#N/A N/A,#N/A N/A,80.49,80.49
02/03/2012,#N/A N/A,#N/A N/A,80.66,80.66
05/03/2012,#N/A N/A,#N/A N/A,79.85,79.85
06/03/2012,#N/A N/A,#N/A N/A,77.37,77.37
07/03/2012,#N/A N/A,#N/A N/A,77.87,77.87
08/03/2012,#N/A N/A,#N/A N/A,79.26,79.26
09/03/2012,#N/A N/A,#N/A N/A,79.98,79.98
12/03/2012,#N/A N/A,#N/A N/A,80.01,80.01
13/03/2012,#N/A N/A,#N/A N/A,81.5,81.5
14/03/2012,#N/A N/A,#N/A N/A,81.82,81.82
15/03/2012,#N/A N/A,#N/A N/A,81.96,81.96
16/03/2012,#N/A N/A,#N/A N/A,82.4,82.4
19/03/2012,#N/A N/A,#N/A N/A,82.21,82.21
20/03/2012,#N/A N/A,#N/A N/A,81.27,81.27
21/03/2012,#N/A N/A,#N/A N/A,81.23,81.23
22/03/2012,#N/A N/A,#N/A N/A,80.22,80.22
23/03/2012,#N/A N/A,#N/A N/A,80.87,80.87
26/03/2012,#N/A N/A,#N/A N/A,81.51,81.51
27/03/2012,#N/A N/A,#N/A N/A,81.19,81.19
28/03/2012,#N/A N/A,#N/A N/A,80.49,80.49
29/03/2012,#N/A N/A,#N/A N/A,79.35,79.35
30/03/2012,#N/A N/A,#N/A N/A,80.04,80.04
02/04/2012,#N/A N/A,#N/A N/A,80.51,80.51
03/04/2012,#N/A N/A,#N/A N/A,80.34,80.34
04/04/2012,#N/A N/A,#N/A N/A,78.5,78.5
05/04/2012,#N/A N/A,#N/A N/A,78.27,78.27
06/04/2012,#N/A N/A,#N/A N/A,78.27,78.27
09/04/2012,#N/A N/A,#N/A N/A,78.27,78.27
10/04/2012,#N/A N/A,#N/A N/A,76.38,76.38
11/04/2012,#N/A N/A,#N/A N/A,76.54,76.54
12/04/2012,#N/A N/A,#N/A N/A,77.5,77.5
13/04/2012,#N/A N/A,#N/A N/A,76.75,76.75
16/04/2012,#N/A N/A,#N/A N/A,76.69,76.69
17/04/2012,#N/A N/A,#N/A N/A,77.8,77.8
18/04/2012,#N/A N/A,#N/A N/A,77.35,77.35
19/04/2012,#N/A N/A,#N/A N/A,76.89,76.89
20/04/2012,#N/A N/A,#N/A N/A,76.77,76.77
23/04/2012,#N/A N/A,#N/A N/A,75.09,75.09
24/04/2012,#N/A N/A,#N/A N/A,75.91,75.91
25/04/2012,#N/A N/A,#N/A N/A,77.02,77.02
26/04/2012,#N/A N/A,#N/A N/A,76.99,76.99
27/04/2012,#N/A N/A,#N/A N/A,77.84,77.84
30/04/2012,#N/A N/A,#N/A N/A,77.73,77.73
01/05/2012,#N/A N/A,#N/A N/A,77.73,77.73
02/05/2012,#N/A N/A,#N/A N/A,77.46,77.46
03/05/2012,#N/A N/A,#N/A N/A,77.13,77.13
04/05/2012,#N/A N/A,#N/A N/A,75.77,75.77
07/05/2012,#N/A N/A,#N/A N/A,76.19,76.19
08/05/2012,#N/A N/A,#N/A N/A,75.29,75.29
09/05/2012,#N/A N/A,#N/A N/A,74.78,74.78
10/05/2012,#N/A N/A,#N/A N/A,75.28,75.28
11/05/2012,#N/A N/A,#N/A N/A,75.33,75.33
14/05/2012,#N/A N/A,#N/A N/A,73.67,73.67
15/05/2012,#N/A N/A,#N/A N/A,72.9,72.9
16/05/2012,#N/A N/A,#N/A N/A,72.57,72.57
17/05/2012,#N/A N/A,#N/A N/A,72.57,72.57
18/05/2012,#N/A N/A,#N/A N/A,71.12,71.12
21/05/2012,#N/A N/A,#N/A N/A,71.59,71.59
22/05/2012,#N/A N/A,#N/A N/A,73.09,73.09
23/05/2012,#N/A N/A,#N/A N/A,71.68,71.68
24/05/2012,#N/A N/A,#N/A N/A,71.95,71.95
25/05/2012,#N/A N/A,#N/A N/A,71.95,71.95
28/05/2012,#N/A N/A,#N/A N/A,71.95,71.95
29/05/2012,#N/A N/A,#N/A N/A,72.51,72.51
30/05/2012,#N/A N/A,#N/A N/A,71.5,71.5
31/05/2012,#N/A N/A,#N/A N/A,71.07,71.07
01/06/2012,#N/A N/A,#N/A N/A,69.84,69.84
04/06/2012,#N/A N/A,#N/A N/A,69.22,69.22
05/06/2012,#N/A N/A,#N/A N/A,69.38,69.38
06/06/2012,#N/A N/A,#N/A N/A,70.7,70.7
07/06/2012,#N/A N/A,#N/A N/A,71.44,71.44
08/06/2012,#N/A N/A,#N/A N/A,71,71
11/06/2012,#N/A N/A,#N/A N/A,70.94,70.94
12/06/2012,#N/A N/A,#N/A N/A,70.53,70.53
13/06/2012,#N/A N/A,#N/A N/A,70.02,70.02
14/06/2012,#N/A N/A,#N/A N/A,69.49,69.49
15/06/2012,#N/A N/A,#N/A N/A,70.7,70.7
18/06/2012,#N/A N/A,#N/A N/A,70.67,70.67
19/06/2012,#N/A N/A,#N/A N/A,71.77,71.77
20/06/2012,#N/A N/A,#N/A N/A,72.56,72.56
21/06/2012,#N/A N/A,#N/A N/A,72.1,72.1
22/06/2012,#N/A N/A,#N/A N/A,71.4,71.4
25/06/2012,#N/A N/A,#N/A N/A,70.01,70.01
26/06/2012,#N/A N/A,#N/A N/A,69.63,69.63
27/06/2012,#N/A N/A,#N/A N/A,70.05,70.05
28/06/2012,#N/A N/A,#N/A N/A,69.93,69.93
29/06/2012,#N/A N/A,#N/A N/A,71.81,71.81
02/07/2012,#N/A N/A,#N/A N/A,72.44,72.44
03/07/2012,#N/A N/A,#N/A N/A,73.21,73.21
04/07/2012,#N/A N/A,#N/A N/A,73.41,73.41
05/07/2012,#N/A N/A,#N/A N/A,73.16,73.16
06/07/2012,#N/A N/A,#N/A N/A,72.23,72.23
09/07/2012,#N/A N/A,#N/A N/A,71.72,71.72
10/07/2012,#N/A N/A,#N/A N/A,72.45,72.45
11/07/2012,#N/A N/A,#N/A N/A,72.23,72.23
12/07/2012,#N/A N/A,#N/A N/A,71.53,71.53
13/07/2012,#N/A N/A,#N/A N/A,72.09,72.09
16/07/2012,#N/A N/A,#N/A N/A,72.28,72.28
17/07/2012,#N/A N/A,#N/A N/A,72.11,72.11
18/07/2012,#N/A N/A,#N/A N/A,73.05,73.05
19/07/2012,#N/A N/A,#N/A N/A,74.2,74.2
20/07/2012,#N/A N/A,#N/A N/A,73.12,73.12
23/07/2012,#N/A N/A,#N/A N/A,71.59,71.59
24/07/2012,#N/A N/A,#N/A N/A,71.35,71.35
25/07/2012,#N/A N/A,#N/A N/A,71.51,71.51
26/07/2012,#N/A N/A,#N/A N/A,72.61,72.61
27/07/2012,#N/A N/A,#N/A N/A,73.35,73.35
30/07/2012,#N/A N/A,#N/A N/A,74.27,74.27
31/07/2012,#N/A N/A,#N/A N/A,74.01,74.01
01/08/2012,#N/A N/A,#N/A N/A,74.11,74.11
02/08/2012,#N/A N/A,#N/A N/A,73.08,73.08
03/08/2012,#N/A N/A,#N/A N/A,74.36,74.36
06/08/2012,#N/A N/A,#N/A N/A,75.16,75.16
07/08/2012,#N/A N/A,#N/A N/A,76.05,76.05
08/08/2012,#N/A N/A,#N/A N/A,76.05,76.05
09/08/2012,#N/A N/A,#N/A N/A,76.5,76.5
10/08/2012,#N/A N/A,#N/A N/A,76.47,76.47
13/08/2012,#N/A N/A,#N/A N/A,76.14,76.14
14/08/2012,#N/A N/A,#N/A N/A,76.43,76.43
15/08/2012,#N/A N/A,#N/A N/A,76.43,76.43
16/08/2012,#N/A N/A,#N/A N/A,76.95,76.95
17/08/2012,#N/A N/A,#N/A N/A,77.74,77.74
20/08/2012,#N/A N/A,#N/A N/A,77.41,77.41
21/08/2012,#N/A N/A,#N/A N/A,77.82,77.82
22/08/2012,#N/A N/A,#N/A N/A,77.09,77.09
23/08/2012,#N/A N/A,#N/A N/A,76.6,76.6
24/08/2012,#N/A N/A,#N/A N/A,76.17,76.17
27/08/2012,#N/A N/A,#N/A N/A,76.6,76.6
28/08/2012,#N/A N/A,#N/A N/A,76,76
29/08/2012,#N/A N/A,#N/A N/A,75.84,75.84
30/08/2012,#N/A N/A,#N/A N/A,75.03,75.03
31/08/2012,#N/A N/A,#N/A N/A,75.14,75.14
03/09/2012,#N/A N/A,#N/A N/A,75.55,75.55
04/09/2012,#N/A N/A,#N/A N/A,74.85,74.85
05/09/2012,#N/A N/A,#N/A N/A,74.39,74.39
06/09/2012,#N/A N/A,#N/A N/A,75.74,75.74
07/09/2012,#N/A N/A,#N/A N/A,76.72,76.72
10/09/2012,#N/A N/A,#N/A N/A,76.93,76.93
11/09/2012,#N/A N/A,#N/A N/A,77.05,77.05
12/09/2012,#N/A N/A,#N/A N/A,77.9,77.9
13/09/2012,#N/A N/A,#N/A N/A,77.67,77.67
14/09/2012,#N/A N/A,#N/A N/A,79.23,79.23
17/09/2012,#N/A N/A,#N/A N/A,79.09,79.09
18/09/2012,#N/A N/A,#N/A N/A,78.38,78.38
19/09/2012,#N/A N/A,#N/A N/A,78.5,78.5
20/09/2012,#N/A N/A,#N/A N/A,78.14,78.14
21/09/2012,#N/A N/A,#N/A N/A,78.5,78.5
24/09/2012,#N/A N/A,#N/A N/A,77.98,77.98
25/09/2012,#N/A N/A,#N/A N/A,78.14,78.14
26/09/2012,#N/A N/A,#N/A N/A,76.61,76.61
27/09/2012,#N/A N/A,#N/A N/A,76.8,76.8
28/09/2012,#N/A N/A,#N/A N/A,76.03,76.03
01/10/2012,#N/A N/A,#N/A N/A,76.82,76.82
02/10/2012,#N/A N/A,#N/A N/A,76.63,76.63
03/10/2012,#N/A N/A,#N/A N/A,76.59,76.59
04/10/2012,#N/A N/A,#N/A N/A,76.55,76.55
05/10/2012,#N/A N/A,#N/A N/A,77.23,77.23
08/10/2012,#N/A N/A,#N/A N/A,76.43,76.43
09/10/2012,#N/A N/A,#N/A N/A,76.16,76.16
10/10/2012,#N/A N/A,#N/A N/A,75.52,75.52
